root_id,type,family,subsystem,category,side
720575940620330801,MeMe_e07,MeMe,,boundary,"left,right"
720575940620330832,T2a,T2 Neuron,Object,intrinsic,right
720575940620332167,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620332197,Li06,Lobula Intrinsic,Color,intrinsic,left
720575940620332308,T4d,T4 Neuron,Motion,intrinsic,right
720575940620332480,T2a,T2 Neuron,Object,intrinsic,left
720575940620332491,LMa5,Lobula Medulla Amacrine,Object,intrinsic,left
720575940620332577,LC17,LC,,boundary,right
720575940620332992,T3,T3 Neuron,Object,intrinsic,left
720575940620333038,T5b,T5 Neuron,Motion,intrinsic,right
720575940620333392,Dm3p,Distal Medulla,Form,intrinsic,left
720575940620333504,Tm20,Transmedullary,Color,intrinsic,left
720575940620333784,T5c,T5 Neuron,Motion,intrinsic,right
720575940620335064,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620335270,T2a,T2 Neuron,Object,intrinsic,right
720575940620335380,Tm3,Transmedullary,ON,intrinsic,right
720575940620335437,T4a,T4 Neuron,Motion,intrinsic,right
720575940620335707,TmY20,Transmedullary Y,Motion,intrinsic,right
720575940620336208,T5d,T5 Neuron,Motion,intrinsic,right
720575940620336475,T5a,T5 Neuron,Motion,intrinsic,right
720575940620336549,T2a,T2 Neuron,Object,intrinsic,right
720575940620336660,Tm5a,Transmedullary,Color,intrinsic,left
720575940620336916,Tm21,Transmedullary,Object,intrinsic,left
720575940620336929,MeTu1,MeTu,,boundary,right
720575940620337012,LLPC1,LLPC,,boundary,right
720575940620337088,Tm25,Transmedullary,Object,intrinsic,right
720575940620337287,TmY9q,Transmedullary Y,Form,intrinsic,left
720575940620337684,T5b,T5 Neuron,Motion,intrinsic,left
720575940620337713,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620337799,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620338159,Tm25,Transmedullary,Object,intrinsic,right
720575940620338452,T1,T1 Neuron,OFF,intrinsic,left
720575940620338517,Tm21,Transmedullary,Object,intrinsic,left
720575940620338708,T5a,T5 Neuron,Motion,intrinsic,left
720575940620339078,C3,Centrifugal,ON,intrinsic,right
720575940620339183,T4c,T4 Neuron,Motion,intrinsic,left
720575940620339334,C2,Centrifugal,ON,intrinsic,right
720575940620339403,TmY4,Transmedullary Y,Form,intrinsic,left
720575940620340171,C2,Centrifugal,ON,intrinsic,left
720575940620340464,T3,T3 Neuron,Object,intrinsic,left
720575940620341127,Tm5f,Transmedullary,Color,intrinsic,right
720575940620341163,Dm3q,Distal Medulla,Form,intrinsic,right
720575940620341185,TmY15,Transmedullary Y,Object,intrinsic,right
720575940620341589,T3,T3 Neuron,Object,intrinsic,left
720575940620341952,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940620342292,T4c,T4 Neuron,Motion,intrinsic,left
720575940620342352,Tm20,Transmedullary,Color,intrinsic,left
720575940620342577,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620343000,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940620343089,T3,T3 Neuron,Object,intrinsic,right
720575940620343175,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620343256,L1,Lamina Monopolar,ON,intrinsic,right
720575940620343489,T2a,T2 Neuron,Object,intrinsic,right
720575940620344084,Tm3,Transmedullary,ON,intrinsic,right
720575940620344097,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620344280,L1,Lamina Monopolar,ON,intrinsic,right
720575940620344436,LLPC2,LLPC,,boundary,left
720575940620344792,L1,Lamina Monopolar,ON,intrinsic,right
720575940620345429,MeTu2a,MeTu,,boundary,right
720575940620345792,Dm3p,Distal Medulla,Form,intrinsic,left
720575940620345936,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940620346305,T4b,T4 Neuron,Motion,intrinsic,right
720575940620346704,T2,T2 Neuron,Object,intrinsic,left
720575940620346758,LPLC4,LPLC,,boundary,left
720575940620346840,L1,Lamina Monopolar,ON,intrinsic,right
720575940620346900,T5b,T5 Neuron,Motion,intrinsic,right
720575940620347595,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620347984,Li08,Lobula Intrinsic,Color,intrinsic,left
720575940620348144,T4d,T4 Neuron,Motion,intrinsic,right
720575940620348180,Tm25,Transmedullary,Object,intrinsic,left
720575940620348513,T5b,T5 Neuron,Motion,intrinsic,right
720575940620348692,T5a,T5 Neuron,Motion,intrinsic,left
720575940620348721,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620350191,T5a,T5 Neuron,Motion,intrinsic,right
720575940620350680,L1,Lamina Monopolar,ON,intrinsic,right
720575940620350805,Dm3v,Distal Medulla,Form,intrinsic,right
720575940620350844,Tm4,Transmedullary,OFF,intrinsic,right
720575940620351111,Li08,Lobula Intrinsic,Color,intrinsic,left
720575940620352135,TmY9q,Transmedullary Y,Form,intrinsic,right
720575940620352391,T2a,T2 Neuron,Object,intrinsic,left
720575940620352459,LT78,LT,,boundary,right
720575940620353148,TmY10,Transmedullary Y,Color,intrinsic,right
720575940620353159,TmY20,Transmedullary Y,Motion,intrinsic,right
720575940620353518,T5b,T5 Neuron,Motion,intrinsic,right
720575940620353520,T2a,T2 Neuron,Object,intrinsic,right
720575940620353883,T5c,T5 Neuron,Motion,intrinsic,right
720575940620353957,TmY31,Transmedullary Y,Color,intrinsic,right
720575940620354008,L1,Lamina Monopolar,ON,intrinsic,right
720575940620354439,Tm35,Transmedullary,Color,intrinsic,left
720575940620354609,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940620354657,Tlp1,Translobula Plate,Motion,intrinsic,right
720575940620354687,MTe07,MT,,boundary,"left,right"
720575940620354726,T4b,T4 Neuron,Motion,intrinsic,right
720575940620354987,Dm3q,Distal Medulla,Form,intrinsic,left
720575940620355377,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620355917,T4b,T4 Neuron,Motion,intrinsic,right
720575940620356011,Lawf1,Lamina Wide Field,OFF,intrinsic,right
720575940620356116,Li10,Lobula Intrinsic,Color,intrinsic,left
720575940620356998,Tm20,Transmedullary,Color,intrinsic,left
720575940620357615,T5d,T5 Neuron,Motion,intrinsic,right
720575940620357797,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940620358253,Tm9,Transmedullary,Motion,intrinsic,right
720575940620358741,T5b,T5 Neuron,Motion,intrinsic,left
720575940620359339,Sm17,Serpentine Medulla,Polarization,intrinsic,left
720575940620359606,LLPC2,LLPC,,boundary,right
720575940620359760,T2a,T2 Neuron,Object,intrinsic,left
720575940620360753,Lai,Lamina Intrinsic,OFF,intrinsic,left
720575940620360769,LC28a,LC,,boundary,left
720575940620361131,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940620361893,Dm3q,Distal Medulla,Form,intrinsic,left
720575940620361968,LLPC3,LLPC,,boundary,right
720575940620362587,MTe03,MT,,boundary,left
720575940620362876,L5,Lamina Monopolar,ON,intrinsic,right
720575940620363177,Tm5c,Transmedullary,Color,intrinsic,right
720575940620363355,T5b,T5 Neuron,Motion,intrinsic,left
720575940620364379,T4d,T4 Neuron,Motion,intrinsic,left
720575940620364710,LPi07,Lobula Plate Intrinsic,Motion,intrinsic,right
720575940620364736,Tm9,Transmedullary,Motion,intrinsic,left
720575940620364965,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620365249,T4d,T4 Neuron,Motion,intrinsic,left
720575940620365447,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620365505,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620365556,cLLPM01,cLLPM,,boundary,right
720575940620365989,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940620366795,T2a,T2 Neuron,Object,intrinsic,right
720575940620367563,TmY9q,Transmedullary Y,Form,intrinsic,left
720575940620367832,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620367854,T3,T3 Neuron,Object,intrinsic,right
720575940620368043,T5c,T5 Neuron,Motion,intrinsic,right
720575940620368587,T4d,T4 Neuron,Motion,intrinsic,left
720575940620368775,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940620368945,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620369243,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620369323,T4d,T4 Neuron,Motion,intrinsic,right
720575940620369543,Tm2,Transmedullary,OFF,intrinsic,right
720575940620370347,T5d,T5 Neuron,Motion,intrinsic,right
720575940620371249,LC15,LC,,boundary,right
720575940620371371,T4d,T4 Neuron,Motion,intrinsic,right
720575940620372672,Mi2,Medulla Intrinsic,Object,intrinsic,right
720575940620373009,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620373168,TmY4,Transmedullary Y,Form,intrinsic,right
720575940620373297,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620374255,Mi10,Medulla Intrinsic,Color,intrinsic,left
720575940620374697,Tm5e,Transmedullary,Color,intrinsic,right
720575940620375089,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620375489,Tm16,Transmedullary,Color,intrinsic,left
720575940620375686,C3,Centrifugal,ON,intrinsic,left
720575940620375796,LPLC4,LPLC,,boundary,left
720575940620376340,Tm25,Transmedullary,Object,intrinsic,left
720575940620377429,TmY14,Transmedullary Y,Object,intrinsic,right
720575940620377588,MeTu1,MeTu,,boundary,left
720575940620378239,Tm3,Transmedullary,ON,intrinsic,right
720575940620378247,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620378278,LLPC3,LLPC,,boundary,right
720575940620378795,MLt4,Medulla Lobula Tangential,Object,intrinsic,right
720575940620379015,L5,Lamina Monopolar,ON,intrinsic,right
720575940620379301,Tm27,Transmedullary,Object,intrinsic,left
720575940620379924,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940620380075,T5b,T5 Neuron,Motion,intrinsic,right
720575940620380654,T5a,T5 Neuron,Motion,intrinsic,right
720575940620381062,T4c,T4 Neuron,Motion,intrinsic,right
720575940620381567,Li05,Lobula Intrinsic,Color,intrinsic,right
720575940620382411,L5,Lamina Monopolar,ON,intrinsic,right
720575940620382640,LTe09,LT,,boundary,right
720575940620382923,LPC1,LPC,,boundary,right
720575940620382936,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620383472,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940620383909,Mi2,Medulla Intrinsic,Object,intrinsic,right
720575940620383947,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620384080,C3,Centrifugal,ON,intrinsic,right
720575940620384165,Dm3v,Distal Medulla,Form,intrinsic,right
720575940620384341,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620384597,L2,Lamina Monopolar,OFF,intrinsic,right
720575940620384848,T4c,T4 Neuron,Motion,intrinsic,right
720575940620385556,L1,Lamina Monopolar,ON,intrinsic,right
720575940620386031,Tm20,Transmedullary,Color,intrinsic,right
720575940620386389,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620386651,T5c,T5 Neuron,Motion,intrinsic,left
720575940620386725,Tm1,Transmedullary,OFF,intrinsic,right
720575940620387137,T5b,T5 Neuron,Motion,intrinsic,right
720575940620387925,Tm37,Transmedullary,Color,intrinsic,left
720575940620387964,cLP01,cLP,,boundary,right
720575940620388517,MTe05,MT,,boundary,left
720575940620388846,Tm5b,Transmedullary,Color,intrinsic,right
720575940620390127,C3,Centrifugal,ON,intrinsic,right
720575940620390741,Tm4,Transmedullary,OFF,intrinsic,right
720575940620391128,Dm18,Distal Medulla,ON,intrinsic,left
720575940620393040,Tm27,Transmedullary,Object,intrinsic,right
720575940620393131,Tm3,Transmedullary,ON,intrinsic,right
720575940620393142,MTe04,MT,,boundary,right
720575940620393199,Tm5b,Transmedullary,Color,intrinsic,left
720575940620393521,T4a,T4 Neuron,Motion,intrinsic,left
720575940620393893,Tm36,Transmedullary,Color,intrinsic,right
720575940620394223,TmY3,Transmedullary Y,Object,intrinsic,right
720575940620394257,T4c,T4 Neuron,Motion,intrinsic,right
720575940620394849,Y3,Y Neuron,Object,intrinsic,right
720575940620395456,T3,T3 Neuron,Object,intrinsic,right
720575940620395759,T4b,T4 Neuron,Motion,intrinsic,right
720575940620395861,Tm20,Transmedullary,Color,intrinsic,left
720575940620395941,T2a,T2 Neuron,Object,intrinsic,left
720575940620396480,L4,Lamina Monopolar,OFF,intrinsic,right
720575940620396635,C2,Centrifugal,ON,intrinsic,right
720575940620396969,Tm4,Transmedullary,OFF,intrinsic,right
720575940620397598,T5c,T5 Neuron,Motion,intrinsic,left
720575940620397733,Tm1,Transmedullary,OFF,intrinsic,left
720575940620397841,T4c,T4 Neuron,Motion,intrinsic,right
720575940620398040,Tm7,Transmedullary,Color,intrinsic,left
720575940620398957,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940620399269,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940620399740,L1,Lamina Monopolar,ON,intrinsic,right
720575940620400774,T5d,T5 Neuron,Motion,intrinsic,right
720575940620400987,Tm25,Transmedullary,Object,intrinsic,right
720575940620401031,T5b,T5 Neuron,Motion,intrinsic,left
720575940620401099,TmY14,Transmedullary Y,Object,intrinsic,left
720575940620401505,Tm3,Transmedullary,ON,intrinsic,right
720575940620402085,Tm5b,Transmedullary,Color,intrinsic,left
720575940620402718,T5c,T5 Neuron,Motion,intrinsic,left
720575940620402853,L1,Lamina Monopolar,ON,intrinsic,right
720575940620403672,TmY9q__perp,Transmedullary Y,Form,intrinsic,right
720575940620403694,Tm5a,Transmedullary,Color,intrinsic,left
720575940620404389,Tm20,Transmedullary,Color,intrinsic,right
720575940620405780,Dm13,Distal Medulla,OFF,intrinsic,right
720575940620406292,Tm31,Transmedullary,Color,intrinsic,right
720575940620406619,Y3,Y Neuron,Object,intrinsic,left
720575940620406625,Tm25,Transmedullary,Object,intrinsic,right
720575940620406699,L4,Lamina Monopolar,OFF,intrinsic,right
720575940620406744,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620407572,T2,T2 Neuron,Object,intrinsic,right
720575940620407943,L5,Lamina Monopolar,ON,intrinsic,right
720575940620408596,Tm5c,Transmedullary,Color,intrinsic,right
720575940620409364,Tm4,Transmedullary,OFF,intrinsic,right
720575940620410048,Tm20,Transmedullary,Color,intrinsic,left
720575940620410304,T4b,T4 Neuron,Motion,intrinsic,right
720575940620410533,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940620411045,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940620411120,T4b,T4 Neuron,Motion,intrinsic,left
720575940620411307,C3,Centrifugal,ON,intrinsic,right
720575940620412070,Tm31,Transmedullary,Color,intrinsic,right
720575940620412608,L1,Lamina Monopolar,ON,intrinsic,left
720575940620412911,Sm05,Serpentine Medulla,Luminance,intrinsic,left
720575940620413144,MLt1,Medulla Lobula Tangential,Object,intrinsic,right
720575940620413376,Tm9,Transmedullary,Motion,intrinsic,right
720575940620413400,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620413489,TmY15,Transmedullary Y,Object,intrinsic,left
720575940620413606,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620413609,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620413679,L1,Lamina Monopolar,ON,intrinsic,left
720575940620414447,Tm5c,Transmedullary,Color,intrinsic,left
720575940620414794,T5b,T5 Neuron,Motion,intrinsic,right
720575940620414800,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620414885,C3,Centrifugal,ON,intrinsic,left
720575940620414912,Tm20,Transmedullary,Color,intrinsic,right
720575940620415168,TmY3,Transmedullary Y,Object,intrinsic,right
720575940620415568,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940620415727,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940620415793,T5c,T5 Neuron,Motion,intrinsic,left
720575940620415809,T5b,T5 Neuron,Motion,intrinsic,right
720575940620415824,Tm5f,Transmedullary,Color,intrinsic,left
720575940620416176,LC10e,LC,,boundary,right
720575940620416216,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620416586,T4b,T4 Neuron,Motion,intrinsic,right
720575940620416681,TmY3,Transmedullary Y,Object,intrinsic,right
720575940620416960,T4b,T4 Neuron,Motion,intrinsic,left
720575940620417015,Dm3v,Distal Medulla,Form,intrinsic,right
720575940620417377,Tm1,Transmedullary,OFF,intrinsic,right
720575940620417473,C3,Centrifugal,ON,intrinsic,right
720575940620417739,TmY15,Transmedullary Y,Object,intrinsic,right
720575940620417963,Tm2,Transmedullary,OFF,intrinsic,right
720575940620418401,Pm06,Proximal Medulla,Object,intrinsic,right
720575940620418580,MTe01a,MT,,boundary,left
720575940620418836,T5c,T5 Neuron,Motion,intrinsic,left
720575940620418987,T2a,T2 Neuron,Object,intrinsic,right
720575940620419008,T5c,T5 Neuron,Motion,intrinsic,right
720575940620419207,T4a,T4 Neuron,Motion,intrinsic,right
720575940620419664,Dm8b,Distal Medulla,Color,intrinsic,right
720575940620419787,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620419824,T4a,T4 Neuron,Motion,intrinsic,right
720575940620420468,LC15,LC,,boundary,right
720575940620420742,Tm7,Transmedullary,Color,intrinsic,left
720575940620421614,T5a,T5 Neuron,Motion,intrinsic,right
720575940620422480,T5b,T5 Neuron,Motion,intrinsic,left
720575940620422616,Tm20,Transmedullary,Color,intrinsic,left
720575940620422932,LC25,LC,,boundary,right
720575940620423009,TmY31,Transmedullary Y,Color,intrinsic,right
720575940620423094,LLPC2,LLPC,,boundary,left
720575940620423333,T3,T3 Neuron,Object,intrinsic,left
720575940620423765,T4d,T4 Neuron,Motion,intrinsic,left
720575940620425174,Tm1,Transmedullary,OFF,intrinsic,left
720575940620425351,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940620425643,T2,T2 Neuron,Object,intrinsic,right
720575940620425808,Tm9,Transmedullary,Motion,intrinsic,right
720575940620427247,TmY10,Transmedullary Y,Color,intrinsic,left
720575940620427605,T4d,T4 Neuron,Motion,intrinsic,left
720575940620427712,T5a,T5 Neuron,Motion,intrinsic,left
720575940620428081,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940620428112,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620428453,Sm04,Serpentine Medulla,Color,intrinsic,right
720575940620428564,T2,T2 Neuron,Object,intrinsic,left
720575940620428668,T5b,T5 Neuron,Motion,intrinsic,right
720575940620429183,T3,T3 Neuron,Object,intrinsic,right
720575940620429248,T4a,T4 Neuron,Motion,intrinsic,left
720575940620429648,LPi05,Lobula Plate Intrinsic,Motion,intrinsic,right
720575940620429959,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620430574,Tm4,Transmedullary,OFF,intrinsic,right
720575940620430784,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940620430983,Sm01,Serpentine Medulla,Color,intrinsic,right
720575940620431013,T4d,T4 Neuron,Motion,intrinsic,right
720575940620432600,Tm4,Transmedullary,OFF,intrinsic,left
720575940620433287,T4b,T4 Neuron,Motion,intrinsic,left
720575940620433345,Tm9,Transmedullary,Motion,intrinsic,right
720575940620433690,LC17,LC,,boundary,right
720575940620433713,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940620433788,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940620433846,LC20a,LC,,boundary,right
720575940620435024,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620435158,LC9,LC,,boundary,left
720575940620435591,Tm20,Transmedullary,Color,intrinsic,left
720575940620435621,T2a,T2 Neuron,Object,intrinsic,left
720575940620435627,T5c,T5 Neuron,Motion,intrinsic,right
720575940620435649,Tm5a,Transmedullary,Color,intrinsic,left
720575940620435803,L2,Lamina Monopolar,OFF,intrinsic,left
720575940620436649,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940620436912,T4a,T4 Neuron,Motion,intrinsic,right
720575940620436939,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940620437638,T2,T2 Neuron,Object,intrinsic,right
720575940620438140,Dm8b,Distal Medulla,Color,intrinsic,right
720575940620438577,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620438833,LMa3,Lobula Medulla Amacrine,Object,intrinsic,right
720575940620439209,L4,Lamina Monopolar,OFF,intrinsic,right
720575940620439233,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620439381,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620439488,Tlp1,Translobula Plate,Motion,intrinsic,right
720575940620439717,Tm3,Transmedullary,ON,intrinsic,right
720575940620439723,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940620440000,Sm08,Serpentine Medulla,Color,intrinsic,left
720575940620440199,T5c,T5 Neuron,Motion,intrinsic,left
720575940620440411,Dm3p,Distal Medulla,Form,intrinsic,right
720575940620440667,Tm5c,Transmedullary,Color,intrinsic,left
720575940620441291,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620441537,Tm27,Transmedullary,Object,intrinsic,left
720575940620441560,T5c,T5 Neuron,Motion,intrinsic,left
720575940620441680,T5d,T5 Neuron,Motion,intrinsic,left
720575940620441876,L2,Lamina Monopolar,OFF,intrinsic,left
720575940620442247,C2,Centrifugal,ON,intrinsic,left
720575940620442502,MTe06,MT,,boundary,right
720575940620443007,Tm3,Transmedullary,ON,intrinsic,right
720575940620443014,T2a,T2 Neuron,Object,intrinsic,right
720575940620443156,T5a,T5 Neuron,Motion,intrinsic,left
720575940620443162,LPLC1,LPLC,,boundary,right
720575940620443227,T4d,T4 Neuron,Motion,intrinsic,left
720575940620443508,LC16,LC,,boundary,right
720575940620443519,Tm31,Transmedullary,Color,intrinsic,right
720575940620443725,T5d,T5 Neuron,Motion,intrinsic,right
720575940620444436,Tm4,Transmedullary,OFF,intrinsic,right
720575940620444619,T4c,T4 Neuron,Motion,intrinsic,left
720575940620445318,LC17,LC,,boundary,left
720575940620445460,TmY11,Transmedullary Y,Color,intrinsic,left
720575940620445520,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940620445536,T5d,T5 Neuron,Motion,intrinsic,right
720575940620446086,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940620446228,Tm3,Transmedullary,ON,intrinsic,right
720575940620446293,Dm8a,Distal Medulla,Color,intrinsic,right
720575940620446484,T5b,T5 Neuron,Motion,intrinsic,left
720575940620446923,Mi14,Medulla Intrinsic,Object,intrinsic,left
720575940620447329,Tm27,Transmedullary,Object,intrinsic,right
720575940620447471,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940620447568,LPi04,Lobula Plate Intrinsic,Motion,intrinsic,right
720575940620447585,Tm8a,Transmedullary,Color,intrinsic,right
720575940620447623,T5a,T5 Neuron,Motion,intrinsic,right
720575940620447793,L1,Lamina Monopolar,ON,intrinsic,left
720575940620447909,Tm4,Transmedullary,OFF,intrinsic,left
720575940620448390,LPi07,Lobula Plate Intrinsic,Motion,intrinsic,right
720575940620448421,Tm5e,Transmedullary,Color,intrinsic,right
720575940620448639,C3,Centrifugal,ON,intrinsic,left
720575940620449415,Dm3q,Distal Medulla,Form,intrinsic,right
720575940620449883,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940620449908,MeTu3a,MeTu,,boundary,left
720575940620450520,Y3,Y Neuron,Object,intrinsic,right
720575940620450609,L1,Lamina Monopolar,ON,intrinsic,left
720575940620450865,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620451008,Tm20,Transmedullary,Color,intrinsic,left
720575940620451207,LPC1,LPC,,boundary,left
720575940620451711,Mi10,Medulla Intrinsic,Color,intrinsic,right
720575940620451800,R7,Photo Receptors,Photoreceptors,intrinsic,right
720575940620451974,Tm3,Transmedullary,ON,intrinsic,right
720575940620452437,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620452544,Tm9,Transmedullary,Motion,intrinsic,right
720575940620452628,T2,T2 Neuron,Object,intrinsic,left
720575940620453056,Tm27,Transmedullary,Object,intrinsic,right
720575940620453169,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620453396,Sm15,Serpentine Medulla,Color,intrinsic,right
720575940620453615,C2,Centrifugal,ON,intrinsic,right
720575940620454309,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940620454497,TmY10,Transmedullary Y,Color,intrinsic,left
720575940620454705,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940620455046,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940620455408,LTe04,LT,,boundary,left
720575940620456174,Tm9,Transmedullary,Motion,intrinsic,left
720575940620456801,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620457045,Tm1,Transmedullary,OFF,intrinsic,right
720575940620457094,L2,Lamina Monopolar,OFF,intrinsic,left
720575940620457505,LC15,LC,,boundary,right
720575940620457813,L1,Lamina Monopolar,ON,intrinsic,right
720575940620457852,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940620458004,T2a,T2 Neuron,Object,intrinsic,right
720575940620458260,Tm5a,Transmedullary,Color,intrinsic,left
720575940620458305,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620458887,T5d,T5 Neuron,Motion,intrinsic,left
720575940620459201,Dm3v,Distal Medulla,Form,intrinsic,left
720575940620459284,LC18,LC,,boundary,left
720575940620459457,TmY11,Transmedullary Y,Color,intrinsic,right
720575940620459856,C2,Centrifugal,ON,intrinsic,left
720575940620460379,L5,Lamina Monopolar,ON,intrinsic,left
720575940620460624,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620460660,Tm4,Transmedullary,OFF,intrinsic,right
720575940620460679,Tm21,Transmedullary,Object,intrinsic,right
720575940620460749,Mi2,Medulla Intrinsic,Object,intrinsic,right
720575940620460916,Dm3q,Distal Medulla,Form,intrinsic,right
720575940620460927,T2a,T2 Neuron,Object,intrinsic,left
720575940620461165,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940620461515,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940620461617,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620461695,TmY11,Transmedullary Y,Color,intrinsic,left
720575940620462177,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940620462356,Tm7,Transmedullary,Color,intrinsic,left
720575940620463013,T2a,T2 Neuron,Object,intrinsic,left
720575940620463636,Li09,Lobula Intrinsic,Color,intrinsic,left
720575940620463665,Lawf1,Lamina Wide Field,OFF,intrinsic,left
720575940620463781,Tm3,Transmedullary,ON,intrinsic,right
720575940620463855,C2,Centrifugal,ON,intrinsic,right
720575940620463963,Li11,Lobula Intrinsic,Color,intrinsic,right
720575940620464112,LLPC1,LLPC,,boundary,left
720575940620464331,LC28a,LC,,boundary,left
720575940620464344,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620464832,T4d,T4 Neuron,Motion,intrinsic,right
720575940620465067,T5c,T5 Neuron,Motion,intrinsic,left
720575940620465172,LLPC2,LLPC,,boundary,left
720575940620465524,MeTu4b,MeTu,,boundary,right
720575940620465744,T2a,T2 Neuron,Object,intrinsic,left
720575940620466368,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940620466635,Dm4,Distal Medulla,Luminance,intrinsic,left
720575940620466768,L2,Lamina Monopolar,OFF,intrinsic,right
720575940620467365,Tm2,Transmedullary,OFF,intrinsic,right
720575940620469268,T2,T2 Neuron,Object,intrinsic,right
720575940620469322,Y3,Y Neuron,Object,intrinsic,right
720575940620470187,Tm9,Transmedullary,Motion,intrinsic,right
720575940620470448,LC11,LC,,boundary,right
720575940620470608,Sm12,Serpentine Medulla,Color,intrinsic,left
720575940620470744,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620470987,Tm20,Transmedullary,Color,intrinsic,left
720575940620471686,Mi2,Medulla Intrinsic,Object,intrinsic,right
